RUN	aswes1b.downloadRoutes30	downloadroutes30	1588530943032	 	3.3.1
REQUEST	17		request_36	1588531015286	1588531025291	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	17		request_38	1588531015286	1588531025291	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	17		request_40	1588531015286	1588531025291	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	17		request_42	1588531015286	1588531025292	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	17		request_32	1588531015286	1588531025292	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	17		request_34	1588531015287	1588531025292	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	17		request_35	1588531015287	1588531025292	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	17		request_39	1588531015287	1588531025293	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	17		request_43	1588531015287	1588531025293	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	26		request_10 Redirect 1	1588531024613	1588531025570	OK	 
REQUEST	4		request_324 Redirect 1	1588531024324	1588531025637	OK	 
REQUEST	4		request_326	1588531025644	1588531025651	OK	 
REQUEST	4		request_327	1588531025645	1588531025652	OK	 
REQUEST	4		request_325	1588531025643	1588531025653	OK	 
REQUEST	29		request_10	1588531023827	1588531025691	OK	 
REQUEST	20		request_10 Redirect 2	1588531025011	1588531025701	OK	 
REQUEST	22		request_10 Redirect 2	1588531025041	1588531025706	OK	 
REQUEST	28		request_10 Redirect 1	1588531025017	1588531025887	OK	 
REQUEST	14		request_46	1588531021747	1588531026033	OK	 
REQUEST	26		request_10 Redirect 2	1588531025571	1588531026041	OK	 
REQUEST	19		request_10 Redirect 1	1588531024023	1588531026044	OK	 
REQUEST	14		request_164	1588531026055	1588531026061	OK	 
REQUEST	15		request_46	1588531023517	1588531026171	OK	 
REQUEST	21		request_10 Redirect 1	1588531024238	1588531026203	OK	 
REQUEST	15		request_164	1588531026207	1588531026216	OK	 
REQUEST	16		request_46	1588531025147	1588531026449	OK	 
REQUEST	16		request_164	1588531026489	1588531026497	OK	 
REQUEST	28		request_10 Redirect 2	1588531025888	1588531026544	OK	 
REQUEST	14		request_48	1588531026056	1588531026872	OK	 
REQUEST	25		request_10 Redirect 1	1588531024626	1588531026882	OK	 
REQUEST	3		request_324 Redirect 1	1588531024619	1588531026885	OK	 
REQUEST	3		request_326	1588531026889	1588531026894	OK	 
REQUEST	3		request_327	1588531026890	1588531026894	OK	 
REQUEST	3		request_325	1588531026889	1588531026895	OK	 
REQUEST	13		request_46	1588531020147	1588531027094	OK	 
REQUEST	13		request_164	1588531027114	1588531027123	OK	 
REQUEST	4		solid.css	1588531025646	1588531027177	OK	 
REQUEST	21		request_10 Redirect 2	1588531026204	1588531027304	OK	 
REQUEST	14		request_54	1588531026873	1588531027582	OK	 
REQUEST	27		request_10 Redirect 1	1588531025004	1588531027641	OK	 
REQUEST	14		request_50	1588531026056	1588531027788	OK	 
REQUEST	15		request_48	1588531026207	1588531027833	OK	 
REQUEST	30		request_9	1588531007857	1588531027839	KO	j.n.s.SSLException: handshake timed out
REQUEST	16		request_48	1588531026489	1588531027850	OK	 
REQUEST	29		request_10 Redirect 1	1588531025693	1588531027865	OK	 
REQUEST	16		request_47	1588531026488	1588531028199	OK	 
REQUEST	15		request_47	1588531026206	1588531028203	OK	 
REQUEST	26		request_10 Redirect 3	1588531026042	1588531028429	OK	 
REQUEST	26		request_11	1588531028432	1588531028438	OK	 
REQUEST	26		request_15	1588531028434	1588531028438	OK	 
REQUEST	26		request_13	1588531028433	1588531028439	OK	 
REQUEST	26		request_12	1588531028433	1588531028439	OK	 
REQUEST	26		request_16	1588531028434	1588531028439	OK	 
REQUEST	26		request_14	1588531028434	1588531028440	OK	 
REQUEST	5		request_46	1588531008367	1588531028447	OK	 
REQUEST	5		request_164	1588531028452	1588531028458	OK	 
REQUEST	26		request_23	1588531028440	1588531028485	OK	 
REQUEST	26		request_17	1588531028438	1588531028485	OK	 
REQUEST	26		request_20	1588531028439	1588531028485	OK	 
REQUEST	26		request_18	1588531028438	1588531028485	OK	 
REQUEST	26		request_19	1588531028439	1588531028486	OK	 
REQUEST	26		request_21	1588531028439	1588531028486	OK	 
REQUEST	14		request_53	1588531026057	1588531028498	OK	 
REQUEST	14		request_49	1588531026056	1588531028513	OK	 
REQUEST	4		auth-buttons.js	1588531025647	1588531028533	OK	 
REQUEST	14		request_52	1588531026056	1588531028547	OK	 
REQUEST	14		request_55	1588531027583	1588531029006	OK	 
REQUEST	15		request_54	1588531027833	1588531029237	OK	 
REQUEST	15		request_53	1588531026209	1588531029246	OK	 
REQUEST	15		request_50	1588531026208	1588531029464	OK	 
REQUEST	16		request_54	1588531027851	1588531029474	OK	 
REQUEST	28		request_10 Redirect 3	1588531026545	1588531029505	OK	 
REQUEST	28		request_14	1588531029509	1588531029514	OK	 
REQUEST	28		request_11	1588531029508	1588531029514	OK	 
REQUEST	28		request_16	1588531029510	1588531029515	OK	 
REQUEST	28		request_12	1588531029508	1588531029515	OK	 
REQUEST	28		request_15	1588531029509	1588531029515	OK	 
REQUEST	28		request_13	1588531029509	1588531029516	OK	 
REQUEST	28		request_18	1588531029514	1588531029557	OK	 
REQUEST	28		request_17	1588531029514	1588531029558	OK	 
REQUEST	28		request_19	1588531029515	1588531029565	OK	 
REQUEST	28		request_23	1588531029516	1588531029565	OK	 
REQUEST	28		request_20	1588531029515	1588531029566	OK	 
REQUEST	28		request_21	1588531029515	1588531029566	OK	 
REQUEST	28		request_26	1588531029557	1588531029601	OK	 
REQUEST	15		request_51	1588531026208	1588531029609	OK	 
REQUEST	24		request_10	1588531013867	1588531029809	KO	j.n.s.SSLException: handshake timed out
REQUEST	15		request_52	1588531026209	1588531029904	OK	 
REQUEST	15		request_49	1588531026207	1588531029928	OK	 
REQUEST	13		request_48	1588531027115	1588531030477	OK	 
REQUEST	4		solid-auth-client.bundle.js	1588531025646	1588531030518	OK	 
REQUEST	14		request_51	1588531026056	1588531030569	OK	 
REQUEST	14		request_59	1588531028547	1588531030574	OK	 
REQUEST	14		request_58	1588531028513	1588531030581	OK	 
REQUEST	14		request_57	1588531028499	1588531030584	OK	 
REQUEST	11		request_46	1588531013627	1588531030643	KO	j.n.s.SSLException: handshake timed out
REQUEST	16		request_52	1588531026490	1588531030882	OK	 
REQUEST	16		request_50	1588531026490	1588531030926	OK	 
REQUEST	23		request_10 Redirect 1	1588531025020	1588531030928	OK	 
REQUEST	14		request_60	1588531029007	1588531031228	OK	 
REQUEST	16		request_49	1588531026490	1588531031237	OK	 
REQUEST	16		request_53	1588531026490	1588531031259	OK	 
REQUEST	16		request_51	1588531026490	1588531031303	OK	 
REQUEST	27		request_10 Redirect 2	1588531027642	1588531031355	OK	 
REQUEST	15		request_55	1588531029238	1588531031432	OK	 
REQUEST	14		request_56	1588531027789	1588531031580	OK	 
REQUEST	15		request_57	1588531029465	1588531031628	OK	 
REQUEST	16		request_55	1588531029475	1588531031642	OK	 
REQUEST	21		request_10 Redirect 3	1588531027305	1588531031658	OK	 
REQUEST	21		request_12	1588531031661	1588531031666	OK	 
REQUEST	21		request_11	1588531031661	1588531031667	OK	 
REQUEST	21		request_13	1588531031662	1588531031667	OK	 
REQUEST	21		request_14	1588531031662	1588531031668	OK	 
REQUEST	21		request_16	1588531031662	1588531031668	OK	 
REQUEST	21		request_15	1588531031662	1588531031668	OK	 
REQUEST	15		request_58	1588531029609	1588531031679	OK	 
REQUEST	21		request_17	1588531031667	1588531031713	OK	 
REQUEST	21		request_23	1588531031669	1588531031714	OK	 
REQUEST	21		request_19	1588531031668	1588531031714	OK	 
REQUEST	21		request_18	1588531031667	1588531031715	OK	 
REQUEST	21		request_20	1588531031668	1588531031715	OK	 
REQUEST	21		request_21	1588531031668	1588531031715	OK	 
REQUEST	15		request_56	1588531029246	1588531031755	OK	 
REQUEST	21		request_26	1588531031714	1588531031757	OK	 
REQUEST	17		request_46	1588531026287	1588531031769	OK	 
REQUEST	17		request_164	1588531031779	1588531031785	OK	 
REQUEST	24		request_27	1588531031807	1588531031809	OK	 
REQUEST	24		request_31	1588531031813	1588531031818	OK	 
REQUEST	24		request_30	1588531031812	1588531031819	OK	 
REQUEST	24		request_29	1588531031812	1588531031819	OK	 
REQUEST	15		request_60	1588531029928	1588531031845	OK	 
REQUEST	24		request_28	1588531031812	1588531031856	OK	 
REQUEST	15		request_59	1588531029904	1588531031877	OK	 
REQUEST	1		request_324	1588531016418	1588531032017	KO	j.n.s.SSLException: handshake timed out
USER	downloadRoutes	1	END	1588530943902	1588531032026
REQUEST	2		request_324	1588531015557	1588531032187	KO	j.n.s.SSLException: handshake timed out
USER	downloadRoutes	2	END	1588530945906	1588531032187
REQUEST	14		request_47	1588531026055	1588531032230	OK	 
REQUEST	13		request_47	1588531027113	1588531032391	OK	 
REQUEST	5		request_48	1588531028452	1588531032436	OK	 
REQUEST	29		request_10 Redirect 2	1588531027866	1588531032918	OK	 
REQUEST	3		auth-buttons.js	1588531026891	1588531034223	OK	 
REQUEST	3		solid.css	1588531026890	1588531034236	OK	 
REQUEST	18		request_40	1588531016497	1588531035502	KO	j.n.s.SSLException: handshake timed out
REQUEST	18		request_39	1588531016497	1588531035705	KO	j.n.s.SSLException: handshake timed out
REQUEST	13		request_49	1588531027115	1588531038192	KO	j.n.s.SSLException: handshake timed out
REQUEST	26		request_25	1588531028431	1588531039015	KO	j.n.s.SSLException: handshake timed out
REQUEST	16		request_57	1588531030927	1588531039595	OK	 
REQUEST	22		request_10 Redirect 3	1588531025707	1588531039668	OK	 
REQUEST	22		request_12	1588531039673	1588531039679	OK	 
REQUEST	22		request_11	1588531039672	1588531039679	OK	 
REQUEST	22		request_14	1588531039674	1588531039679	OK	 
REQUEST	22		request_13	1588531039673	1588531039680	OK	 
REQUEST	22		request_15	1588531039674	1588531039680	OK	 
REQUEST	22		request_16	1588531039674	1588531039680	OK	 
REQUEST	22		request_21	1588531039680	1588531039725	OK	 
REQUEST	22		request_17	1588531039679	1588531039726	OK	 
REQUEST	22		request_23	1588531039680	1588531039726	OK	 
REQUEST	22		request_18	1588531039679	1588531039727	OK	 
REQUEST	22		request_19	1588531039679	1588531039727	OK	 
REQUEST	22		request_20	1588531039680	1588531039728	OK	 
REQUEST	22		request_26	1588531039725	1588531039769	OK	 
REQUEST	14		request_65	1588531031229	1588531039838	OK	 
REQUEST	16		request_58	1588531031237	1588531039873	OK	 
REQUEST	16		request_59	1588531031260	1588531039887	OK	 
REQUEST	16		request_60	1588531031304	1588531040014	OK	 
REQUEST	13		request_51	1588531027116	1588531040032	OK	 
REQUEST	13		request_52	1588531027117	1588531040038	OK	 
REQUEST	20		request_10 Redirect 3	1588531025702	1588531040137	OK	 
REQUEST	20		request_11	1588531040139	1588531040150	OK	 
REQUEST	20		request_12	1588531040139	1588531040151	OK	 
REQUEST	20		request_14	1588531040140	1588531040151	OK	 
REQUEST	20		request_16	1588531040141	1588531040152	OK	 
REQUEST	20		request_15	1588531040141	1588531040152	OK	 
REQUEST	20		request_13	1588531040140	1588531040152	OK	 
REQUEST	13		request_50	1588531027116	1588531040156	OK	 
REQUEST	20		request_17	1588531040151	1588531040197	OK	 
REQUEST	20		request_18	1588531040151	1588531040198	OK	 
REQUEST	20		request_20	1588531040152	1588531040198	OK	 
REQUEST	20		request_23	1588531040153	1588531040198	OK	 
REQUEST	20		request_21	1588531040152	1588531040200	OK	 
REQUEST	20		request_19	1588531040151	1588531040201	OK	 
REQUEST	20		request_26	1588531040197	1588531040241	OK	 
REQUEST	15		request_65	1588531031846	1588531040248	OK	 
REQUEST	5		request_51	1588531028453	1588531040392	KO	j.n.s.SSLException: handshake timed out
REQUEST	5		request_52	1588531028453	1588531040411	KO	j.n.s.SSLException: handshake timed out
REQUEST	5		request_49	1588531028452	1588531040430	KO	j.n.s.SSLException: handshake timed out
REQUEST	13		request_53	1588531027117	1588531040430	OK	 
REQUEST	18		request_42	1588531016497	1588531040466	OK	 
REQUEST	5		request_53	1588531028453	1588531040515	KO	j.n.s.SSLException: handshake timed out
REQUEST	5		request_50	1588531028453	1588531040522	KO	j.n.s.SSLException: handshake timed out
REQUEST	5		request_54	1588531032437	1588531040564	OK	 
REQUEST	18		request_33	1588531016496	1588531040647	OK	 
REQUEST	18		request_34	1588531016497	1588531040747	OK	 
REQUEST	28		request_25	1588531029507	1588531040760	KO	j.n.s.SSLException: handshake timed out
REQUEST	8		request_315	1588531019247	1588531040762	OK	 
REQUEST	7		request_315	1588531016117	1588531040790	OK	 
REQUEST	10		request_315	1588531020637	1588531040874	OK	 
REQUEST	14		request_62	1588531030574	1588531040888	OK	 
REQUEST	15		request_66	1588531031878	1588531040945	OK	 
REQUEST	14		request_63	1588531030582	1588531040950	OK	 
REQUEST	14		request_61	1588531030569	1588531040987	OK	 
REQUEST	26		request_27	1588531041007	1588531041012	OK	 
REQUEST	26		request_31	1588531041018	1588531041020	OK	 
REQUEST	26		request_30	1588531041018	1588531041021	OK	 
REQUEST	26		request_29	1588531041018	1588531041021	OK	 
REQUEST	26		request_28	1588531041017	1588531041060	OK	 
REQUEST	14		request_64	1588531030585	1588531041254	OK	 
REQUEST	16		request_56	1588531030883	1588531041264	OK	 
REQUEST	18		request_41	1588531016494	1588531041282	OK	 
REQUEST	23		request_10 Redirect 2	1588531030929	1588531041283	OK	 
REQUEST	9		request_315	1588531019047	1588531041414	OK	 
REQUEST	14		request_66	1588531031581	1588531041473	OK	 
REQUEST	15		request_62	1588531031629	1588531041525	OK	 
REQUEST	16		request_61	1588531031643	1588531041543	OK	 
REQUEST	15		request_63	1588531031679	1588531041554	OK	 
REQUEST	17		request_48	1588531031779	1588531041584	OK	 
REQUEST	18		request_37	1588531016494	1588531041684	OK	 
REQUEST	3		bootstrap.min.css	1588531026890	1588531041983	OK	 
REQUEST	18		request_32	1588531016497	1588531042327	OK	 
REQUEST	18		request_43	1588531016497	1588531042728	OK	 
REQUEST	28		request_27	1588531042757	1588531042762	OK	 
REQUEST	28		request_31	1588531042768	1588531042770	OK	 
REQUEST	28		request_30	1588531042767	1588531042771	OK	 
REQUEST	28		request_29	1588531042767	1588531042771	OK	 
REQUEST	28		request_28	1588531042767	1588531042813	OK	 
REQUEST	18		request_35	1588531016497	1588531042844	OK	 
REQUEST	5		request_47	1588531028452	1588531043259	OK	 
REQUEST	18		request_44	1588531016495	1588531043419	OK	 
REQUEST	4		bootstrap.min.css	1588531025645	1588531043787	OK	 
USER	downloadRoutes	4	END	1588530949906	1588531043790
REQUEST	18		request_45	1588531016495	1588531043819	OK	 
REQUEST	18		request_38	1588531016496	1588531044086	OK	 
REQUEST	6		request_315	1588531015426	1588531044166	OK	 
REQUEST	3		solid-auth-client.bundle.js	1588531026890	1588531044194	OK	 
USER	downloadRoutes	3	END	1588530947906	1588531044196
REQUEST	17		request_49	1588531031779	1588531044836	OK	 
REQUEST	17		request_53	1588531031779	1588531044841	OK	 
REQUEST	17		request_52	1588531031779	1588531044890	OK	 
REQUEST	14		request_67	1588531039839	1588531045002	OK	 
REQUEST	17		request_50	1588531031779	1588531045018	OK	 
REQUEST	15		request_67	1588531040249	1588531045040	OK	 
REQUEST	16		request_65	1588531040015	1588531045207	OK	 
REQUEST	5		request_57	1588531040430	1588531045232	OK	 
REQUEST	17		request_54	1588531041585	1588531045242	OK	 
REQUEST	5		request_60	1588531040564	1588531045248	OK	 
REQUEST	13		request_59	1588531040431	1588531045254	OK	 
REQUEST	13		request_54	1588531030478	1588531045261	OK	 
REQUEST	17		request_55	1588531044837	1588531045266	OK	 
REQUEST	17		request_57	1588531044890	1588531045277	OK	 
REQUEST	13		request_57	1588531040039	1588531045284	OK	 
REQUEST	5		request_59	1588531040522	1588531045288	OK	 
REQUEST	17		request_58	1588531045018	1588531045349	OK	 
REQUEST	17		request_59	1588531045242	1588531045474	OK	 
REQUEST	17		request_60	1588531045266	1588531045504	OK	 
REQUEST	12		request_10	1588531032637	1588531045643	OK	 
REQUEST	30		request_10	1588531035837	1588531045667	OK	 
REQUEST	19		request_10 Redirect 2	1588531026044	1588531045692	OK	 
REQUEST	13		request_56	1588531040033	1588531045992	OK	 
REQUEST	8		request_319	1588531040764	1588531046033	OK	 
REQUEST	8		request_323	1588531040767	1588531046126	OK	 
REQUEST	9		request_322	1588531041417	1588531046308	OK	 
REQUEST	10		request_322	1588531040877	1588531046427	OK	 
REQUEST	10		request_320	1588531040876	1588531046477	OK	 
REQUEST	10		request_316	1588531040877	1588531046481	OK	 
REQUEST	8		request_318	1588531040764	1588531046493	OK	 
REQUEST	9		request_318	1588531041417	1588531046523	OK	 
REQUEST	9		request_323	1588531041418	1588531046585	OK	 
REQUEST	23		request_10 Redirect 3	1588531041284	1588531046620	OK	 
REQUEST	23		request_12	1588531046623	1588531046633	OK	 
REQUEST	23		request_14	1588531046623	1588531046634	OK	 
REQUEST	23		request_11	1588531046622	1588531046634	OK	 
REQUEST	23		request_16	1588531046624	1588531046634	OK	 
REQUEST	23		request_15	1588531046624	1588531046635	OK	 
REQUEST	23		request_13	1588531046623	1588531046635	OK	 
REQUEST	8		request_317	1588531040763	1588531046637	OK	 
REQUEST	23		request_17	1588531046634	1588531046681	OK	 
REQUEST	23		request_23	1588531046635	1588531046682	OK	 
REQUEST	23		request_20	1588531046635	1588531046682	OK	 
REQUEST	23		request_18	1588531046634	1588531046683	OK	 
REQUEST	23		request_19	1588531046634	1588531046683	OK	 
REQUEST	23		request_21	1588531046635	1588531046684	OK	 
REQUEST	23		request_26	1588531046681	1588531046725	OK	 
REQUEST	9		request_320	1588531041417	1588531046864	OK	 
REQUEST	7		request_322	1588531040793	1588531047114	OK	 
REQUEST	9		request_316	1588531041418	1588531047134	OK	 
REQUEST	10		request_319	1588531040876	1588531047141	OK	 
REQUEST	26		request_41	1588531041014	1588531047185	OK	 
REQUEST	7		request_318	1588531040793	1588531047208	OK	 
REQUEST	26		request_43	1588531041017	1588531047424	OK	 
REQUEST	14		request_73	1588531045003	1588531047454	OK	 
REQUEST	17		request_56	1588531044842	1588531047893	OK	 
REQUEST	16		request_64	1588531039888	1588531047907	OK	 
REQUEST	9		request_317	1588531041415	1588531047955	OK	 
REQUEST	14		request_74	1588531047455	1588531047995	OK	 
REQUEST	16		request_66	1588531041265	1588531048053	OK	 
REQUEST	14		request_72	1588531041474	1588531048086	OK	 
REQUEST	15		request_69	1588531041526	1588531048092	OK	 
REQUEST	15		request_61	1588531031433	1588531048164	OK	 
REQUEST	16		request_67	1588531041544	1588531048237	OK	 
REQUEST	30		request_10 Redirect 1	1588531045668	1588531048241	OK	 
REQUEST	14		request_71	1588531041255	1588531048261	OK	 
REQUEST	15		request_64	1588531031756	1588531048267	OK	 
REQUEST	14		request_69	1588531040950	1588531048280	OK	 
REQUEST	15		request_70	1588531041555	1588531048459	OK	 
REQUEST	7		request_321	1588531040794	1588531048464	OK	 
REQUEST	16		request_68	1588531045208	1588531048477	OK	 
REQUEST	5		request_61	1588531045233	1588531048487	OK	 
REQUEST	17		request_65	1588531047894	1588531048780	OK	 
REQUEST	26		request_44	1588531041015	1588531048782	OK	 
REQUEST	26		request_39	1588531041017	1588531048787	OK	 
REQUEST	10		request_318	1588531040876	1588531048828	OK	 
REQUEST	8		request_321	1588531040766	1588531048974	OK	 
REQUEST	10		request_323	1588531040878	1588531048977	OK	 
REQUEST	26		request_34	1588531041017	1588531049120	OK	 
REQUEST	26		request_42	1588531041017	1588531049175	OK	 
REQUEST	14		request_75	1588531047996	1588531049266	OK	 
REQUEST	14		request_76	1588531048087	1588531049278	OK	 
REQUEST	13		request_58	1588531040157	1588531049282	OK	 
REQUEST	14		request_78	1588531048281	1588531049290	OK	 
REQUEST	15		request_74	1588531048267	1588531049292	OK	 
REQUEST	14		request_77	1588531048261	1588531049358	OK	 
REQUEST	13		request_60	1588531045254	1588531049362	OK	 
REQUEST	15		request_75	1588531048460	1588531049434	OK	 
REQUEST	9		request_319	1588531041416	1588531049454	OK	 
REQUEST	27		request_10 Redirect 3	1588531031356	1588531049757	OK	 
REQUEST	26		request_40	1588531041016	1588531049762	OK	 
REQUEST	27		request_14	1588531049760	1588531049767	OK	 
REQUEST	27		request_15	1588531049760	1588531049767	OK	 
REQUEST	27		request_11	1588531049759	1588531049767	OK	 
REQUEST	27		request_12	1588531049759	1588531049767	OK	 
REQUEST	27		request_16	1588531049761	1588531049768	OK	 
REQUEST	27		request_13	1588531049760	1588531049769	OK	 
REQUEST	24		request_37	1588531031809	1588531049773	KO	j.n.s.SSLException: handshake timed out
REQUEST	27		request_23	1588531049769	1588531049812	OK	 
REQUEST	27		request_19	1588531049767	1588531049813	OK	 
REQUEST	27		request_18	1588531049767	1588531049813	OK	 
REQUEST	27		request_17	1588531049767	1588531049813	OK	 
REQUEST	27		request_21	1588531049768	1588531049813	OK	 
REQUEST	27		request_20	1588531049767	1588531049814	OK	 
REQUEST	13		request_62	1588531045284	1588531049908	OK	 
REQUEST	14		request_70	1588531040988	1588531049923	OK	 
REQUEST	24		request_42	1588531031811	1588531049926	OK	 
REQUEST	5		request_63	1588531045289	1588531049937	OK	 
REQUEST	13		request_65	1588531049363	1588531050055	OK	 
REQUEST	15		request_77	1588531049435	1588531050069	OK	 
REQUEST	15		request_76	1588531049293	1588531050072	OK	 
REQUEST	15		request_71	1588531045041	1588531050105	OK	 
REQUEST	12		request_10 Redirect 1	1588531045644	1588531050260	OK	 
REQUEST	17		request_64	1588531045505	1588531050311	OK	 
REQUEST	15		request_68	1588531040945	1588531050334	OK	 
REQUEST	17		request_63	1588531045475	1588531050404	OK	 
REQUEST	17		request_62	1588531045350	1588531050417	OK	 
REQUEST	30		request_10 Redirect 2	1588531048242	1588531050418	OK	 
REQUEST	13		request_63	1588531045993	1588531050445	OK	 
REQUEST	29		request_10 Redirect 3	1588531032918	1588531050495	KO	j.n.s.SSLException: handshake timed out
REQUEST	5		request_62	1588531045249	1588531050496	OK	 
REQUEST	14		request_83	1588531049924	1588531050575	OK	 
REQUEST	5		request_65	1588531049938	1588531050581	OK	 
REQUEST	13		request_67	1588531050056	1588531050589	OK	 
REQUEST	15		request_78	1588531050070	1588531050614	OK	 
REQUEST	11		request_315	1588531033637	1588531050700	KO	j.n.s.SSLException: handshake timed out
REQUEST	6		request_322	1588531044169	1588531051369	OK	 
REQUEST	20		request_25	1588531040138	1588531051473	OK	 
REQUEST	15		request_73	1588531048165	1588531051497	OK	 
REQUEST	17		request_67	1588531050312	1588531051514	OK	 
REQUEST	5		request_55	1588531040392	1588531051523	OK	 
REQUEST	14		request_84	1588531050576	1588531051536	OK	 
REQUEST	5		request_67	1588531050581	1588531051557	OK	 
REQUEST	13		request_55	1588531038192	1588531051665	KO	j.n.s.SSLException: handshake timed out
REQUEST	13		request_61	1588531045261	1588531051723	OK	 
REQUEST	14		request_81	1588531049290	1588531051764	OK	 
REQUEST	14		request_82	1588531049358	1588531051842	OK	 
REQUEST	26		request_37	1588531041014	1588531051899	OK	 
REQUEST	26		request_32	1588531041017	1588531051936	OK	 
REQUEST	8		request_316	1588531040765	1588531051945	KO	j.n.s.SSLException: handshake timed out
REQUEST	7		request_320	1588531040793	1588531051953	KO	j.n.s.SSLException: handshake timed out
REQUEST	26		request_35	1588531041017	1588531052002	KO	j.n.s.SSLException: handshake timed out
REQUEST	26		request_33	1588531041015	1588531052024	KO	j.n.s.SSLException: handshake timed out
REQUEST	16		request_70	1588531048054	1588531052072	OK	 
REQUEST	16		request_69	1588531047907	1588531052089	OK	 
REQUEST	16		request_71	1588531048237	1588531052094	OK	 
REQUEST	15		request_72	1588531048093	1588531052106	OK	 
REQUEST	16		request_63	1588531039873	1588531052107	OK	 
REQUEST	15		request_83	1588531051498	1588531052278	OK	 
REQUEST	5		request_56	1588531040411	1588531052333	KO	j.n.s.SSLException: handshake timed out
REQUEST	5		request_58	1588531040515	1588531052355	KO	j.n.s.SSLException: handshake timed out
REQUEST	29		request_27	1588531052487	1588531052492	OK	 
REQUEST	29		request_31	1588531052495	1588531052497	OK	 
REQUEST	29		request_30	1588531052495	1588531052498	OK	 
REQUEST	29		request_29	1588531052495	1588531052498	OK	 
REQUEST	29		request_28	1588531052495	1588531052537	OK	 
REQUEST	5		request_64	1588531048488	1588531052544	OK	 
REQUEST	17		request_66	1588531048781	1588531052586	OK	 
REQUEST	12		request_10 Redirect 2	1588531050260	1588531052658	OK	 
REQUEST	14		request_79	1588531049267	1588531052669	OK	 
REQUEST	6		request_317	1588531044167	1588531052803	OK	 
REQUEST	14		request_68	1588531040889	1588531052827	OK	 
REQUEST	14		request_80	1588531049278	1588531052878	OK	 
REQUEST	13		request_64	1588531049283	1588531052881	OK	 
REQUEST	16		request_62	1588531039596	1588531052984	KO	j.n.s.SSLException: handshake timed out
REQUEST	15		request_84	1588531052107	1588531053027	OK	 
REQUEST	16		request_74	1588531052089	1588531053045	OK	 
REQUEST	16		request_75	1588531052094	1588531053049	OK	 
REQUEST	15		request_82	1588531050615	1588531053326	OK	 
REQUEST	15		request_81	1588531050334	1588531053351	OK	 
REQUEST	20		request_27	1588531053466	1588531053471	OK	 
REQUEST	20		request_31	1588531053477	1588531053480	OK	 
REQUEST	20		request_30	1588531053477	1588531053481	OK	 
REQUEST	20		request_29	1588531053477	1588531053481	OK	 
REQUEST	20		request_28	1588531053477	1588531053521	OK	 
REQUEST	28		request_42	1588531042766	1588531053825	KO	j.n.s.SSLException: handshake timed out
REQUEST	28		request_43	1588531042767	1588531053828	KO	j.n.s.SSLException: handshake timed out
REQUEST	28		request_34	1588531042767	1588531053837	KO	j.n.s.SSLException: handshake timed out
REQUEST	28		request_32	1588531042767	1588531053842	KO	j.n.s.SSLException: handshake timed out
REQUEST	16		request_78	1588531053046	1588531054118	OK	 
REQUEST	15		request_87	1588531053327	1588531054136	OK	 
REQUEST	16		request_72	1588531048478	1588531054345	OK	 
REQUEST	15		request_79	1588531050073	1588531054364	OK	 
REQUEST	15		request_80	1588531050105	1588531054462	OK	 
REQUEST	17		request_69	1588531050418	1588531054557	OK	 
REQUEST	17		request_68	1588531050405	1588531054582	OK	 
REQUEST	14		request_87	1588531051843	1588531054591	OK	 
REQUEST	6		request_323	1588531044170	1588531054863	OK	 
REQUEST	9		request_321	1588531041418	1588531054865	OK	 
REQUEST	13		request_66	1588531049908	1588531055001	OK	 
REQUEST	8		request_322	1588531040765	1588531055010	OK	 
REQUEST	24		request_32	1588531031811	1588531055019	OK	 
REQUEST	17		request_61	1588531045277	1588531055193	OK	 
REQUEST	16		request_77	1588531052984	1588531055515	OK	 
REQUEST	5		request_68	1588531051524	1588531055804	OK	 
REQUEST	17		request_70	1588531051515	1588531055891	OK	 
REQUEST	14		request_86	1588531051765	1588531055897	OK	 
REQUEST	14		request_85	1588531051537	1588531055901	OK	 
REQUEST	16		request_76	1588531052108	1588531055908	OK	 
REQUEST	5		request_69	1588531051558	1588531055932	OK	 
REQUEST	13		request_71	1588531051724	1588531055960	OK	 
REQUEST	10		request_317	1588531040875	1588531056113	OK	 
REQUEST	13		request_68	1588531050446	1588531056283	OK	 
REQUEST	13		request_69	1588531050589	1588531056291	OK	 
REQUEST	5		request_66	1588531050496	1588531056313	OK	 
REQUEST	14		request_88	1588531052670	1588531056365	OK	 
